imdb,quote,title
112431,A hilarious fantasy about a plucky piglet that learns how to tend sheep Babe is a barnyard charmer.,Babe
112431,Babe is a movie made with charm and wit and unlike some family movies it does not condescend not for a second.,Babe
112431,Through a mixture of imaginative storytelling impressive animatronics and irresistible cuteness Babe casts a spell over all viewers -- young old or somewhere in between.,Babe
112637,The leads do physically resemble their real-life prototypes judging from last years coffee-table book on Carringtons art and personal circle. But the snails pacing vague writing and Thompson herself leave a fatal void.,Carrington
112818,Tim Robbinss balanced yet uncompromising approach refuses to judge any of the characters including the killer (superlatively played by Sean Penn) instead giving each a fair chance to present their case with dignity and respect.,Dead Man Walking
112818,An intelligent balanced devastating movie.,Dead Man Walking
112818,Takes us along on the reluctant difficult essentially spiritual journey these two unlikely people make together.,Dead Man Walking
112818,Dead Man Walking could easily be manipulative or exploitative but its neither. Instead this is hard-hitting drama that neither accepts nor offers quarter.,Dead Man Walking
112818,A thought-provoking drama not to be missed or dismissed.,Dead Man Walking
112818,Robbins who also wrote the script is no Truman Capote let alone a Victor Hugo and his film trips up constantly on indecisiveness about what it is hes trying to say.,Dead Man Walking
112818,It will send you home with more than a few long thoughts.,Dead Man Walking
112818,is the finest least compromised film about capital punishment ever advancing a gently stated anti view but going the extra 100 miles to give victims their due.,Dead Man Walking
112818,Absorbing surprising technically superb and worth talking about for a long time afterward,Dead Man Walking
112818,Robbins and Susan Sarandon have crafted a film that transcends its own political message by a scrupulous attention to detail.,Dead Man Walking
112818,Dont go unadvised and dont plan anything too frivolous for right afterwards. But do go.,Dead Man Walking
112818,A daring stand and a daring uncompromised film.,Dead Man Walking
112818,Its objectivity is what makes it so controversial and fascinating.,Dead Man Walking
112818,Acting rarely gets better than this.,Dead Man Walking
112818,Penn gives an astonishing performance and delivers exactly what Dead Man Walking needs.,Dead Man Walking
112818,The picture is cloudy in intent.,Dead Man Walking
112818,Sarandon who won the Oscar for Best Actress for this role is superb but Penn is extraordinary.,Dead Man Walking
112818,Its final moments leave us awash in emotion.,Dead Man Walking
112286,Employing 3-D and PSE sound then projected on a screen that suggests a small skyscraper the new show at West Side Manhattans Sony IMAX theater is visually speaking nothing but a clear day... but it definitely put me in scat-mode.,Across the Sea of Time
113442,The films underlying sentiment is conveyed effectively if obviously.,It Takes Two
113442,Alas the Olsen girls are not immediately heart-warming.,It Takes Two
113442,Under the direction of Andy Tennant the Olsen sisters lay on the icky-poo cuteness with several trowels often delivering their lines as though they were reciting the alphabet.,It Takes Two
113442,Writer Deborah Dean Davis and director Andy Tennant are fully aware of the absolute predictability of their material and therefore make the getting to an inevitable ending as much fun as possible.,It Takes Two
113442,A rote variation on Mark Twains The Prince and the Pauper that is marginally salvaged by those spunky Olsen twins from ABCs Full House.,It Takes Two
113442,Its so featherbrained and lightweight it almost elevates its inconsequence into a style.,It Takes Two
113442,With their perilously wide Walter Keane eyes the Olsen twins are cute enough but compared with other child performers their charms seem forced.,It Takes Two
112749,Especially heart-rending thanks to superb performances by James Earl Jones and Richard Harris.,"Cry, the Beloved Country"
114279,A sure-fire crowd-pleaser among recent Shakespeare movies.,Richard III
114279,In a shamelessly entertaining display of acting brilliance McKellen plays the demons good arm as if it were a Stradivarius executing one showy stunt after another.,Richard III
114279,This triumphant take on the Crookback king is as different from Oliviers 50s historical pageant as chalk is from malmsey.,Richard III
114279,It is all in the grand manner of Shakespearean tragedies.,Richard III
114279,This is Shakespeare exciting enough for even the most dubious which after all is no less than the man deserves.,Richard III
114279,The updating is the kind of fanciful exercise far better suited to the stage than to the literal confines of the screen.,Richard III
114279,Combines a shrewd understanding of Shakespeare with a healthy low-brow approach to cinema.,Richard III
114279,McKellens enormous performance as Richard represents the films biggest tinkering with theatrical canon.,Richard III
114279,The actors are uniformly good including Broadbents unctuous Buckingham and Hawthornes sweet unsuspecting Clarence.,Richard III
114279,While this curious clash between a near-modern setting and the much older source material might seem confounding it actually serves to energize the play as well as making it more palatable to present-day audiences.,Richard III
112819,Dead Presidents may eventually box itself into a narrative dead end but its muscular engagement of weighty themes and explosive situations makes it a powerful drama.,Dead Presidents
112819,There are intriguing aspects to this yarn and the brothers can choreograph a scene but you get the impression that they learned all they know from other movies the blood and guts is gratuitous...,Dead Presidents
112819,Like those overreaching sophomore term papers we can all laugh at now this disappointing film may free the Hughes brothers to move on to fresher more inspired work.,Dead Presidents
112819,Its an overly ambitious effort that strains to work as a coming-of-age drama a 1960s period piece and a searing comment on the way African American GIs went largely unappreciated for their war efforts.,Dead Presidents
